title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,categories/5,categories/6,categories/7,categories/8,categories/9,url,categoryName
Home Makers Interior Designers And Decorators Private Limited,4.6,356,"Chandak Unicorn, 1503, Dattaji Salvi Rd",Mumbai,Maharashtra,IN,https://www.homemakersinterior.com/,+91 77188 88879,Interior designer,Interior architect office,Interior construction contractor,Interior Decorator,Interior fitting contractor,,,,,,https://www.google.com/maps/search/?api=1&query=Home%20Makers%20Interior%20Designers%20And%20Decorators%20Private%20Limited&query_place_id=ChIJJf2h5x225zsRPpIdFJq1sIg,Interior designer
Max Dental Clinic,4.9,209,"Shop no 8, 62, Mahatma Gandhi Rd",Mumbai,Maharashtra,IN,,+91 97699 74407,Dental clinic,Cosmetic dentist,Dental implants periodontist,Dentist,Hospital,Medical Center,Medical clinic,Pediatric dentist,Teeth whitening service,,https://www.google.com/maps/search/?api=1&query=Max%20Dental%20Clinic&query_place_id=ChIJqcsF9Zq35zsReNxqzp0M7ZY,Dental clinic
Shining Smiles Dental Clinic,4.9,256,"Yashodhan Apartments, 002/05, JP Rd, opp. Kamdhenu, Shopping Centre",Mumbai,Maharashtra,IN,,+91 98926 66407,Dental clinic,Cosmetic dentist,Dentist,Dental implants periodontist,Dental implants provider,Dental radiology,Denture care center,Orthodontist,Pediatric dentist,,https://www.google.com/maps/search/?api=1&query=Shining%20Smiles%20Dental%20Clinic&query_place_id=ChIJjb4hTzG35zsRu_GkRaMhD00,Dental clinic
SMILE MERCHANTS DENTAL CARE CENTRE,5,73,"MOHID HEIGHTS, 227, RTO Rd, near ANDHERI",Mumbai,Maharashtra,IN,,+91 84229 77933,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SMILE%20MERCHANTS%20DENTAL%20CARE%20CENTRE&query_place_id=ChIJu6SzRaC35zsRArwgahwddnQ,Dental clinic
Rootz Dentz Multispeciality Dental Clinic,5,328,"Vishaka Arcade, 103, Veera Desai Rd, opp. Court yard Restaurant, next to MVM school",Mumbai,Maharashtra,IN,,+91 98216 64485,Dental clinic,Cosmetic dentist,Endodontist,,,,,,,,https://www.google.com/maps/search/?api=1&query=Rootz%20Dentz%20Multispeciality%20Dental%20Clinic&query_place_id=ChIJiXogFia25zsROU97WlcB8Qs,Dental clinic
Gum Care Dental Clinic,4.8,6,"202, SUSHMORE, 323, Linking Rd","W, Mumbai",Maharashtra,IN,,+91 22 2646 0289,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Gum%20Care%20Dental%20Clinic&query_place_id=ChIJ5U0tcQ7J5zsR8oHfy4Qz398,Dental clinic
Dr. Sampat's Multispeciality Dental Clinic,4.9,164,"811, Skyline WealthSpace, C2, Nathani Rd, near SBI Vidyavihar Branch",Mumbai,Maharashtra,IN,,+91 99301 12532,Dental clinic,Dental implants provider,Dentist,Emergency dental service,Prosthodontist,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Sampat's%20Multispeciality%20Dental%20Clinic&query_place_id=ChIJc20894PI5zsRYykE0omx2fk,Dental clinic
Metro Dental Care,5,16,"Shop No. 6, Vasant Kunj Apt, 111 TPS, 12th Rd, near Hanuman Tekdi",Mumbai,Maharashtra,IN,,+91 96532 87925,Dental clinic,Dermatologist,Pathologist,,,,,,,,https://www.google.com/maps/search/?api=1&query=Metro%20Dental%20Care&query_place_id=ChIJfTiO0gDJ5zsRe5gcOFeZU1E,Dental clinic
F & C Cafe Mocktails,4.6,29,"5VC5+7RM, Westin Garden Rd",Mumbai,Maharashtra,IN,,+91 99691 85102,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=F%20%26%20C%20Cafe%20Mocktails&query_place_id=ChIJZ8BMEQC35zsR1xrGlt9PMXM,Restaurant
Cafe Anabia ( bhai ki chai),4.6,19,"Shop no 05, Bldg no 07",Mumbai,Maharashtra,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Anabia%20(%20bhai%20ki%20chai)&query_place_id=ChIJWTcwDAHJ5zsR35hsD5hrG7w,Restaurant
Mist cafe and lounge ( kyros),4.6,18,"Shop no 14, Pestom Sagar Rd Number 4, opposite khushal tower",Mumbai,Maharashtra,IN,,,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mist%20cafe%20and%20lounge%20(%20kyros)&query_place_id=ChIJj0byd67H5zsRq3QkMHWndgU,Restaurant
HS Desiigns,4.6,33,"805/806, 8th floor , Krushal Commercial Complex, Ghatkopar - Mahul Rd","W, Mumbai",Maharashtra,IN,https://www.hsdesiigns.com/,+91 98198 15130,Interior designer,Architect,,,,,,,,,https://www.google.com/maps/search/?api=1&query=HS%20Desiigns&query_place_id=ChIJ7amjZR_G5zsReLbB0a2C3iI,Interior designer
Cafe Enclave,5,12,"Cafe Enclave at the The Club, near Godrej Hospital",Mumbai,Maharashtra,IN,,+91 93212 10055,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Enclave&query_place_id=ChIJK9-yHyvH5zsRstDGavUp23o,Restaurant
JESSIEA'S CAFE,4.3,112,"Cts No 195 Moongipa, Ganesh Chowk, Shop No. G-216 G217 G218 Shree Ashtavinayak CHS LTD",Mumbai,Maharashtra,IN,,+91 91361 09369,Cafe,European restaurant,Fine dining restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=JESSIEA'S%20CAFE&query_place_id=ChIJm9M4lci35zsRx346pykpNK0,Cafe
Mani's cafe Mulund East,4.2,1802,"Shop 1\2. Ground floor, VB Phadake Rd, opp. campus veg treat",Mumbai,Maharashtra,IN,,+91 84519 48393,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mani's%20cafe%20Mulund%20East&query_place_id=ChIJF5-sUmK55zsRl83wfkwfpbY,South Indian restaurant
Biskotti Cake Cafe,4.5,8,"131 B, New Link Rd",Mumbai,Maharashtra,IN,https://www.themirador.com/dining/biskotti.htm,+91 22 4248 5000,Cake shop,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Biskotti%20Cake%20Cafe&query_place_id=ChIJv5gQLRK35zsR5QMSWbHzQxM,Cake shop
Sparkle Dental and Implant Clinic,4.9,112,"shop, Before, Jaku Club, Shop No. 5, Omkar/ Shivai Building, Next to Prabhat Colony Railway Bridge, Station east, next to Occasions Cake, beside Santacruz",Mumbai,Maharashtra,IN,https://www.sparkledrs.com/,+91 80974 65052,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Sparkle%20Dental%20and%20Implant%20Clinic&query_place_id=ChIJh8getanJ5zsRQn2LgU84qgM,Dental clinic
interior designer mumbai,5,4,"R.NO 2, SANGH SEVA HOUSING SOCIETY, TAYBA MASJID, 90 Feet Rd",Mumbai,Maharashtra,IN,https://interiordesignmumbai.com/,+91 81088 50109,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=interior%20designer%20mumbai&query_place_id=ChIJt-rXXBfJ5zsRa4E25QPx-A4,Interior designer
Swami dental clinicl,4.5,24,"1st floor, Spring Field Apartments, Liberty Garden Rd Number 4",Mumbai,Maharashtra,IN,,+91 98676 77249,Dental clinic,Dentist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Swami%20dental%20clinicl&query_place_id=ChIJhZSREuW25zsRd9X741FSLPU,Dental clinic
Pooja Dental Clinic,4.8,120,,Mumbai,Maharashtra,IN,,+91 92232 88064,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pooja%20Dental%20Clinic&query_place_id=ChIJq6qqRlG25zsRbGRdlYsOdrw,Dental clinic
BuildWith- Interior Design Company in Mumbai,4.8,44,"MOHID HEIGHTS, 514",Mumbai,Maharashtra,IN,https://buildwith.in/,+91 70396 16709,Interior designer,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=BuildWith-%20Interior%20Design%20Company%20in%20Mumbai&query_place_id=ChIJ47tm2rG35zsRLWN4-jpiKsE,Interior designer
Anthis Design,5,14,D Regent Hill,Mumbai,Maharashtra,IN,http://anthisdesign.com/,+91 98336 92734,Interior designer,Interior Decorator,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Anthis%20Design&query_place_id=ChIJ____P-bH5zsRr_Sr3E31cvw,Interior designer
Dr. Shirodkar's Family Dental Care,5,170,"Ground Floor, 1/A, Dadabhai Rd, opp. Bhagatsingh garden",Mumbai,Maharashtra,IN,https://www.shirodkardental.in/,+91 91373 30135,Dental clinic,Dental implants periodontist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Shirodkar's%20Family%20Dental%20Care&query_place_id=ChIJ-d1WnZbJ5zsRIYljbt299Nk,Dental clinic
Café Coffee Day,4.1,711,"D-2, CHS Limited, Shop No.14 & 15, Satellite Garden Phase 2",Mumbai,Maharashtra,IN,https://goregaon.cafecoffeeday.com/,+91 1800 102 5093,Cafe,Coffee shop,Takeout Restaurant,Pastry shop,Restaurant,Sandwich shop,,,,,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Coffee%20Day&query_place_id=ChIJiU-c6aG35zsRjjtQPnsopnU,Cafe
Urban Dental Care,4.9,89,"Shop no. 6, Tulsi 1, near Axis Bank",Mumbai,Maharashtra,IN,,+91 88283 05562,Dental clinic,Cosmetic dentist,Dental implants periodontist,Dentist,Denture care center,Pediatric dentist,,,,,https://www.google.com/maps/search/?api=1&query=Urban%20Dental%20Care&query_place_id=ChIJmTZUv2y35zsRSdGMOqksrDw,Dental clinic
"AKSHAYA DENTAL CARE Dental clinic in Kalina,Santacruz east",5,64,"107, Kalina Village Rd, behind vaibhav stores",Mumbai,Maharashtra,IN,,+91 96646 36924,Dental clinic,Cosmetic dentist,Dental radiology,Dentist,Emergency dental service,,,,,,https://www.google.com/maps/search/?api=1&query=AKSHAYA%20DENTAL%20CARE%20Dental%20clinic%20in%20Kalina%2CSantacruz%20east&query_place_id=ChIJgc9bG9LJ5zsRArc8UsXEWAQ,Dental clinic
Cafe Rameshwar,4.1,592,3WP6+7H5,Mumbai,Maharashtra,IN,http://www.rameshwaramcafe.in/,+91 95122 79897,South Indian restaurant,Restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Rameshwar&query_place_id=ChIJbzD366XH5zsRbAX-uKvnP3o,South Indian restaurant
Café Coffee Day,3.8,770,"Haiko Mall, Central Ave",Mumbai,Maharashtra,IN,https://mainstreetpowai.cafecoffeeday.com/,+91 1800 102 5093,Cafe,Coffee shop,Takeout Restaurant,Pastry shop,Restaurant,Sandwich shop,,,,,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Coffee%20Day&query_place_id=ChIJ3bf_XO_H5zsRJgv615mfPYo,Cafe
Patel Dental Clinic Andheri,4.9,121,Shop No 4,Mumbai,Maharashtra,IN,http://pateldental.clinic.net.in/,+91 77770 66015,Dental clinic,Dental implants periodontist,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Patel%20Dental%20Clinic%20Andheri&query_place_id=ChIJ3STsTSe35zsR86UK5d-Fi5A,Dental clinic
Dimension Interiors,4.9,42,"Shop No. 1, Labh Shraddha CHS, Baptista Rd, near Railway Crossing",Mumbai,Maharashtra,IN,http://www.dimensioninteriors.co.in/,+91 98335 40934,Home goods store,Architectural designer,Architecture firm,Home improvement store,Interior architect office,Plywood supplier,Wallpaper installer,Wood and laminate flooring supplier,,,https://www.google.com/maps/search/?api=1&query=Dimension%20Interiors&query_place_id=ChIJP-joHLHJ5zsRGENZf2DoddA,Home goods store
Cafe savera,4,1126,"Shop no2, shukhmani building, Swami Vivekanand Rd, near fedai baug, opp. Nadco market",Mumbai,Maharashtra,IN,,+91 97691 51144,Cafe,Family restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20savera&query_place_id=ChIJ36NmkNHJ5zsRQ1G6Eoeiz1g,Cafe
Cafe Arfa,4.4,273,"F66-F70, Harmony Mall, G67, New Link Rd",Mumbai,Maharashtra,IN,https://www.cafearfa.com/,+91 98202 34200,Mughlai restaurant,Family restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Arfa&query_place_id=ChIJVX2AAeC35zsRx1yZOk0eDA8,Mughlai restaurant
Zorko Cafe - Mulund west,4.3,57,"Shop no 3, ZORKO, Pandit Jawaharlal Nehru Rd",Mumbai,Maharashtra,IN,,+91 96196 99556,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Zorko%20Cafe%20-%20Mulund%20west&query_place_id=ChIJb13RKQC55zsRSuI1wScDVrQ,Cafe
Madras Cafe,4,4730,"4WWP+536, Lal Bahadur Shastri Marg, near Station, opposite Dreams Mall Road",Mumbai,Maharashtra,IN,,+91 96078 42221,Vegetarian restaurant,Fast food restaurant,Fine dining restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Madras%20Cafe&query_place_id=ChIJLbZpk_255zsRxPrh96UqIfE,Vegetarian restaurant
CAFE VIBEZZ,4.5,27,"459, Ambedkar Nagar, No 7 1, Sarvoday Buddh Vihar Marg, opp. to Natraj Bar, near Somaiya College",Mumbai,Maharashtra,IN,,+91 91692 22253,Chinese restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=CAFE%20VIBEZZ&query_place_id=ChIJd1XpaxDJ5zsRg6R6XMnoA3g,Chinese restaurant
The Saffron's Cafe & Bristo,5,49,12,"bharkur, Mumbai",Maharashtra,IN,,,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Saffron's%20Cafe%20%26%20Bristo&query_place_id=ChIJlfxTGdm35zsRt1gIDPcBMSQ,Cafe
Primecraft Interiors - Best Interior Designer In Mumbai,5,12,"Madan Cottage, 5, Phiroj Shah Mehata Rd",Mumbai,Maharashtra,IN,https://www.instagram.com/primecraftinteriorsofficial/,+91 82912 25898,Interior designer,Interior Decorator,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Primecraft%20Interiors%20-%20Best%20Interior%20Designer%20In%20Mumbai&query_place_id=ChIJlfjAaXZP0C0Rf1AtDCcDONY,Interior designer
South Indian Brahmin Cafe,4.6,2619,"6, Kamla Terrace, Subhash Rd",Mumbai,Maharashtra,IN,,+91 91374 10464,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=South%20Indian%20Brahmin%20Cafe&query_place_id=ChIJ593i_5jJ5zsRjmSrrfwBKiI,South Indian restaurant
Cafe Palms - Restaurant & Banquet Hall,4,141,"Laxmi Sadan, 35, near DAV College",Mumbai,Maharashtra,IN,,+91 82914 79093,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Cafe%20Palms%20-%20Restaurant%20%26%20Banquet%20Hall&query_place_id=ChIJyQwWz7m55zsRfOy_5rZJSiI,Cafe
LSD - Love Sugar Dough Cafe,4.6,19,"Shop 6B, Omkar Signet",Mumbai,Maharashtra,IN,,+91 70213 92019,Coffee shop,Cafe,Dessert shop,Vegetarian cafe and deli,,,,,,,https://www.google.com/maps/search/?api=1&query=LSD%20-%20Love%20Sugar%20Dough%20Cafe&query_place_id=ChIJk_qwFfq35zsR8YRq_CLHJ0w,Coffee shop
Ad Interiors - Creation of Expression,4.7,26,A5 Kalaniketen,Mumbai,Maharashtra,IN,http://www.adinteriors.in/,+91 97686 62826,Interior designer,Fitted furniture supplier,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Ad%20Interiors%20-%20Creation%20of%20Expression&query_place_id=ChIJPwAABJG35zsRZSFD500ocAs,Interior designer
UDUPI'S CAFE MALAD,4.7,247,"Shop No 2, Shree Shopping Centre, Sainath Road, &, Swami Vivekanand Rd",Mumbai,Maharashtra,IN,,+91 85915 01498,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=UDUPI'S%20CAFE%20MALAD&query_place_id=ChIJs2jRnLi35zsR-icXRyBYz54,South Indian restaurant
Royal Lemon Spa In Chembur,4.4,238,"Hotel Bahri Residency, beside Barista Cafe",Mumbai,Maharashtra,IN,https://www.royallemonspachembur.com/,+91 91650 79999,Massage spa,Day spa,Erotic massage,Health spa,Massage therapist,Spa,Spa and health club,Sports massage therapist,Thai massage therapist,Wellness center,https://www.google.com/maps/search/?api=1&query=Royal%20Lemon%20Spa%20In%20Chembur&query_place_id=ChIJzQnHNRfH5zsRxeA4lQZzX90,Massage spa
Naina's Beauty Parlour & Academy,4.7,29,"Nanik Nivas, T-245, Dr Choitram Gidwani Marg, nr. Borla Society",Mumbai,Maharashtra,IN,http://nainasbeauty.com/,+91 98692 60492,Beauty salon,Beautician,Beauty school,Nail salon,Spa,Spa and health club,Tanning salon,,,,https://www.google.com/maps/search/?api=1&query=Naina's%20Beauty%20Parlour%20%26%20Academy&query_place_id=ChIJWw-ekgHG5zsRHKDbk19LDbU,Beauty salon
Mani's cafe,4.3,1072,"Odeon Apartments, Ramnarayan Narkar Marg",Mumbai,Maharashtra,IN,,+91 98204 52797,South Indian restaurant,Vegetarian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mani's%20cafe&query_place_id=ChIJL7E8RAfH5zsR6g_WrceTcYg,South Indian restaurant
Froozo Cafe Malad,4.6,34,"Shop no. 7, Asmita Sand Dunes, opp. Radha Krishna School",Mumbai,Maharashtra,IN,,+91 97684 68215,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Froozo%20Cafe%20Malad&query_place_id=ChIJk_faPSy35zsRTT9HEy64zYs,Restaurant
Binge Bites Cafe,4.5,19,"Shop No.2, Madhurima CHS",Mumbai,Maharashtra,IN,,+91 85912 86942,Cafe,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Binge%20Bites%20Cafe&query_place_id=ChIJ4SzYK73J5zsRI--p2mFc4dA,Cafe
The Arthouse,4.4,598,411-A,Mumbai,Maharashtra,IN,,+91 22 6854 1189,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Arthouse&query_place_id=ChIJHbbB76XI5zsRaB4zUrKVtow,Restaurant
Mani's Cafe,4.3,3055,"Shop no. 4 and 5, Sai Madhuvan CHS, S.L ROAD, and, RHB Rd",Mumbai,Maharashtra,IN,,+91 88289 18393,South Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mani's%20Cafe&query_place_id=ChIJ8-_Jo7m55zsRQ5iBYCl1M8I,South Indian restaurant
Vehana Interior,4.5,20,"1st floor, Office no- 3034, Rustomjee Eaze Zone Mall, Vehana Interior, Goregaon Mulund Link Rd",Mumbai,Maharashtra,IN,https://vehanainteriors.com/,+91 81080 07722,Interior designer,Architect,Architectural designer,Interior construction contractor,,,,,,,https://www.google.com/maps/search/?api=1&query=Vehana%20Interior&query_place_id=ChIJBaXzmxXJ5zsRHuobeAVL-34,Interior designer
Spice Laundry,4.3,2864,"1st floor, Amul commercial society Ltd, E, Rd No. 1, opp. BMC Office",Mumbai,Maharashtra,IN,,+91 83329 55000,Modern Indian restaurant,Vegan restaurant,Vegetarian restaurant,,,,,,,,https://www.google.com/maps/search/?api=1&query=Spice%20Laundry&query_place_id=ChIJU3hf733H5zsRdUVgNTIetBc,Modern Indian restaurant
VIG Refreshments,4,6175,"Shop no 17, Vig Refreshments",Mumbai,Maharashtra,IN,,+91 98205 42200,Snack bar,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=VIG%20Refreshments&query_place_id=ChIJW8T3zqvI5zsR6kr0-vOsZ1Q,Snack bar
Mani's Lunch Home chembur,4.3,8450,"Ground Floor, Garodia Market, DK Sandu Marg, near Sai Baba Mandir, opposite Savla Hospital",Mumbai,Maharashtra,IN,,+91 22 2520 0201,South Indian restaurant,Vegetarian restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Mani's%20Lunch%20Home%20chembur&query_place_id=ChIJZSBRXtnO5zsR3Jj-qGxwt6A,South Indian restaurant
Via Bombay,4.5,2063,"Jewel of chembur, Rd No. 1, opp. Bmc OFFice, near Natraj Cinema",Mumbai,Maharashtra,IN,,+91 22 6709 9988,Marathi restaurant,Bar,Bar & grill,Hotel,Indian restaurant,Mughlai restaurant,North Indian restaurant,Pan-Asian restaurant,Restaurant,,https://www.google.com/maps/search/?api=1&query=Via%20Bombay&query_place_id=ChIJg_Ub23vH5zsRRAoidR8eyrQ,Marathi restaurant
Wok Hei - Chembur | BUY 1 GET 1 FREE OFEERS,4.3,2576,"Shop, Bungalow No 14, Sunder Apartment, Sion - Trombay Rd, opp. Diamond Garden",Mumbai,Maharashtra,IN,https://linktr.ee/wokhei,+91 22 2522 9489,Chinese restaurant,Indian restaurant,Indian takeaway,Japanese restaurant,Restaurant,Thai restaurant,Wok restaurant,,,,https://www.google.com/maps/search/?api=1&query=Wok%20Hei%20-%20Chembur%20%7C%20BUY%201%20GET%201%20FREE%20OFEERS&query_place_id=ChIJiSjVtgLG5zsRTFzPEMEe21A,Chinese restaurant
Delhi Se..,4.5,2979,"Dr, CG Rd",Mumbai,Maharashtra,IN,,+91 88798 29999,North Indian restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Delhi%20Se..&query_place_id=ChIJyUeRnv7J5zsR81FeVxMK6Rs,North Indian restaurant
Arabian Darbar(Haji Sageer Sahab),4.3,4273,"PLOT No 55, Waman Tukaram Patil Marg, opp. AMAR TALKIES",Mumbai,Maharashtra,IN,,+91 77000 01781,Middle Eastern restaurant,Indian restaurant,Mughlai restaurant,Restaurant,Turkish restaurant,,,,,,https://www.google.com/maps/search/?api=1&query=Arabian%20Darbar(Haji%20Sageer%20Sahab)&query_place_id=ChIJ8dBOF5bH5zsRG_ILxQWh8nU,Middle Eastern restaurant
SAFFRON Multi Cuisine Family Restaurant,4.5,63,"Shop No 1, Building No. 40, Guruprasad Society, opp. Abhyudaya Bank",Mumbai,Maharashtra,IN,,+91 77380 28576,Restaurant,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=SAFFRON%20Multi%20Cuisine%20Family%20Restaurant&query_place_id=ChIJDdy26xrJ5zsRU8HL5oLiJ8s,Restaurant
Badri’s Restaurant,4.5,4937,"Shop 15, 5/35, Waman Tukaram Patil Marg, opposite Amar Cinema, near shatabdi hospital",Mumbai,Maharashtra,IN,,+91 81086 66449,Chinese restaurant,Arab restaurant,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Badri%E2%80%99s%20Restaurant&query_place_id=ChIJ3y3slRHG5zsRMlhkTUJauWQ,Chinese restaurant
SprintCo - B2B Designers Pvt Ltd,4.1,54,"B2B Designers Pvt. Ltd, Vasudev Chamber-B, 21, Old Nagardas Cross Rd, near Andheri Subway Road, opposite Wilson House",Mumbai,Maharashtra,IN,https://www.sprint-co.com/,+91 90043 01234,Interior designer,Interior architect office,Interior Decorator,,,,,,,,https://www.google.com/maps/search/?api=1&query=SprintCo%20-%20B2B%20Designers%20Pvt%20Ltd&query_place_id=ChIJhyJRK_G25zsRlWSmqj7KdEQ,Interior designer
White Bay Advanced Dental Care,5,58,"4 th floor, Sangam by Rustomjee, A-402, S. V. Road, opp. Vijay Sales, above Kotak Mahindra Bank",Mumbai,Maharashtra,IN,,+91 99200 86500,Dental clinic,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=White%20Bay%20Advanced%20Dental%20Care&query_place_id=ChIJidjTN6bJ5zsRSuYvV97J7QQ,Dental clinic
Dr Deepika J Shetty’s DENTONOMIC DENTAL CLINICS,4.8,30,"Viman Darshan, Dentonomic Dental Dentonomic Multispeciality Dental Clinics , ground floor, outside, Jiva Mahale Marg",Mumbai,Maharashtra,IN,,,Hospital,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Dr%20Deepika%20J%20Shetty%E2%80%99s%20DENTONOMIC%20DENTAL%20CLINICS&query_place_id=ChIJNZXy2wHJ5zsRV9BBFmciIes,Hospital
SAZ DESIGNS,4.9,68,"1405, Magic Square, Dwarkadish Road, off Poddar Road, near GURUDWARA",Mumbai,Maharashtra,IN,http://www.sazdesigns.in/,+91 98196 34223,Interior designer,Architecture firm,Design agency,Interior architect office,Interior Decorator,,,,,,https://www.google.com/maps/search/?api=1&query=SAZ%20DESIGNS&query_place_id=ChIJ5ySRuu235zsR98j_2OKvaqQ,Interior designer
